,freight_value,price,payment_value,payment_installments
77422,23.45,129.99,221.79,4
49568,14.11,326.16,340.27,8
49532,15.31,79.99,95.3,1
52505,14.1,16.9,31.0,1
33342,19.2,178.98,417.37,8
12966,16.6,31.8,290.4,5
38922,19.04,46.99,66.03,1
89433,18.73,129.0,295.46,8
93101,13.37,39.47,52.84,1
112192,15.1,28.0,43.1,1
97742,23.01,179.9,202.91,6
83640,24.03,174.99,199.02,7
91759,27.79,58.0,35.79,1
103181,8.29,18.5,26.79,1
69860,15.24,19.99,70.46,4
102569,17.38,66.9,84.28,1
95733,16.2,109.0,125.2,1
81518,18.23,20.85,195.4,3
41436,17.53,117.3,134.83,1
96520,9.62,89.9,99.52,1
17537,15.1,49.95,130.1,1
1586,16.36,230.0,246.36,10
39947,11.37,49.9,61.27,1
77624,21.23,62.0,83.23,3
63775,59.04,899.0,1916.08,4
41857,14.17,59.99,74.16,1
6175,15.1,44.9,60.0,1
45462,101.78,98.3,11.98,1
67469,8.72,67.9,76.62,1
91688,17.92,29.5,47.42,1
27168,23.11,79.0,124.32,1
47081,15.59,120.0,135.59,1
31038,15.87,160.0,175.87,1
65897,14.21,175.9,585.12,10
47306,21.43,133.99,155.42,4
85613,13.58,24.99,145.26,10
60991,12.69,15.55,28.24,1
27019,29.42,69.9,99.32,1
6872,18.23,24.99,43.22,4
77132,14.44,29.9,44.34,1
87036,18.23,17.99,36.22,1
18960,17.63,29.0,46.63,1
100713,19.0,128.0,147.0,1
10548,0.0,53.9,107.8,6
80246,23.92,149.9,869.1,1
104368,18.26,97.0,230.52,1
5865,15.16,99.9,146.28,4
62095,15.23,31.9,47.13,4
87172,15.1,29.99,45.09,1
10912,17.67,59.9,77.57,1
79685,16.71,62.0,78.71,1
104779,37.09,24.99,62.08,1
100467,8.72,57.9,66.62,1
25269,33.19,129.99,163.18,1
56773,20.89,139.9,136.45,1
38994,16.76,80.99,97.75,1
26099,14.52,42.99,57.51,1
107083,109.87,1390.0,1499.87,5
105908,9.91,99.0,108.91,1
67010,12.6,34.99,47.59,2
19083,17.63,29.0,93.26,1
39595,16.21,109.99,126.2,12
111847,13.49,52.9,66.39,1
14311,20.25,129.9,150.15,2
2588,13.65,89.9,207.1,2
24441,4.74,49.99,214.36,8
54830,13.86,119.99,133.85,1
28347,14.79,199.9,214.69,1
68253,18.4,74.9,93.3,6
6329,13.72,99.9,113.62,3
65357,12.72,84.0,96.72,1
22835,21.08,84.99,106.07,10
72397,8.39,89.9,98.29,3
56016,17.85,58.9,243.43,2
98873,15.1,35.0,50.1,5
60923,13.55,75.0,88.55,6
81815,20.83,54.9,75.73,1
59140,15.1,13.65,28.75,1
57605,12.8,56.97,69.77,2
13864,16.7,105.0,121.7,8
4270,17.06,24.99,42.05,2
83253,12.69,31.9,44.59,1
54642,9.66,399.0,408.66,8
54976,10.8,349.99,360.79,3
49745,34.94,59.0,154.42,5
43608,17.78,30.9,48.68,1
12524,16.11,38.4,163.53,1
87987,16.39,89.9,106.29,3
23322,10.96,20.9,31.86,1
90100,9.26,129.99,139.25,2
21463,12.97,89.99,102.96,1
87622,97.32,142.0,239.32,10
12036,35.9,119.0,154.9,3
45584,22.06,18.9,40.96,1
10572,0.0,53.9,53.9,1
65654,15.31,80.0,95.31,1
79419,18.0,69.9,87.9,3
109570,7.39,12.99,20.38,1
44444,17.44,69.45,242.48,10
36315,16.11,19.9,36.01,1
104160,31.32,95.9,254.44,3
68003,16.59,118.58,79.97,8
35412,10.71,359.9,370.61,1
101650,164.16,659.0,823.16,10
73399,37.65,345.95,1150.8,10
109547,16.7,278.98,42.44,1
65919,10.74,195.99,416.59,10
278,18.27,79.99,294.78,1
110744,17.99,59.9,389.45,10
54832,19.84,227.99,247.83,4
9255,22.06,18.49,40.55,1
104403,28.01,1680.0,13664.08,1
9986,13.43,49.0,62.43,1
4250,15.1,37.99,53.09,1
85698,15.79,24.99,40.78,1
76297,18.59,69.99,177.16,1
56560,18.09,119.9,137.99,10
41068,13.72,99.99,113.71,5
61024,17.6,42.0,50.0,1
56711,41.64,329.9,371.54,3
107409,18.21,136.68,154.89,1
22519,11.06,64.99,76.05,1
9908,17.6,49.9,67.5,1
39987,43.06,329.0,372.06,1
8405,11.9,99.9,111.8,1
112360,10.96,83.99,164.74,6
18278,7.67,39.0,132.34,1
69080,8.75,79.99,88.74,8
109993,14.73,80.22,189.9,10
11648,17.67,59.9,155.14,9
63975,23.17,110.0,198.88,1
49908,18.49,56.0,148.98,1
47069,14.58,118.0,132.58,4
37578,0.0,69.9,69.9,1
90707,11.85,16.9,28.75,1
85791,14.1,39.99,54.09,1
63633,8.72,39.99,48.71,1
35,11.48,124.99,136.47,1
13659,49.37,120.0,69.37,5
15440,9.51,99.99,109.5,1
61538,15.1,39.9,55.0,1
48535,13.73,101.34,115.07,1
30045,28.24,179.9,208.14,1
8600,7.87,19.49,27.36,2
82841,13.11,139.9,153.01,1
99080,15.27,169.0,184.27,4
111398,15.28,74.9,180.36,1
22035,15.26,54.99,70.25,1
4338,14.1,25.0,39.1,1
78597,60.83,109.49,170.32,3
20619,11.98,61.9,853.95,3
66051,7.78,20.0,83.34,1
60674,25.9,151.99,177.89,10
73825,7.78,49.99,57.77,1
51421,18.23,25.9,44.13,1
40556,15.01,99.9,114.91,6
69691,7.39,24.9,64.58,1
77171,13.69,45.0,201.04,2
54355,7.39,18.0,25.39,1
54419,9.3,78.0,87.3,3
92382,15.8,149.9,165.7,8
72998,24.59,388.0,412.59,2
16414,65.56,199.99,265.55,10
98577,7.78,69.0,76.78,1
69977,9.94,51.87,61.81,2
50019,18.28,56.99,75.27,1
98301,51.13,1299.9,1351.03,1
26983,21.25,118.5,139.75,1
112098,19.6,58.9,78.5,4
37231,13.08,35.0,48.08,1
41533,17.94,160.55,323.0,5
18853,11.85,29.0,81.7,5
69183,42.9,95.74,138.64,1
57058,13.47,166.9,180.37,4
38605,15.78,139.0,928.68,1
13821,26.93,56.0,165.86,2
62163,16.79,31.9,48.69,1
31486,7.78,13.99,21.77,2
70556,25.77,69.9,95.67,1
111220,10.96,18.9,29.86,1
56890,16.2,62.9,158.2,3
76543,27.65,339.0,366.65,2
11181,13.0,59.9,36.6,1
91557,14.13,53.9,68.03,1
39863,6.2,45.9,256.76,8
91171,15.45,49.9,65.35,6
75704,11.85,19.9,31.75,1
83917,36.09,109.9,145.99,1
61569,22.56,29.9,86.38,1
91708,16.79,29.5,231.45,5
67734,14.8,149.9,164.7,5
83117,18.73,89.9,108.63,1
106032,18.25,22.0,40.25,1
81101,39.03,810.0,849.03,1
85498,13.44,59.9,15.4,1
91099,13.7,159.9,100.0,1
3912,15.23,44.99,120.44,1
60767,15.11,47.99,189.3,1
81687,9.54,278.9,288.44,10
95718,12.57,69.0,153.14,8
4508,13.31,99.9,228.52,12
3733,16.26,89.9,212.32,3
100153,27.65,307.3,334.95,1
93881,15.48,104.0,119.48,3
80967,16.82,81.49,10.6,1
4421,21.15,34.0,55.15,1
73112,27.99,987.0,1014.99,10
11491,17.67,59.9,77.57,3
14377,16.12,69.9,86.02,1
41586,32.06,139.0,298.43,1
77999,17.93,25.0,42.93,1
69275,14.7,225.9,240.6,6
79241,19.67,99.9,119.57,1
73359,12.79,12.06,24.85,1
98948,23.77,128.7,152.47,2
97142,12.86,229.0,376.0,1
32448,13.26,116.9,130.16,4
82868,13.11,139.9,3.01,1
65855,14.51,81.99,785.24,10
90511,8.72,69.9,78.62,2
54975,15.95,169.9,185.85,2
41369,25.66,117.3,142.96,2
87106,51.54,1099.0,1150.54,10
81674,15.43,239.9,255.33,1
48006,16.06,269.9,285.96,1
30476,15.11,7.63,136.44,6
33967,3.86,75.9,217.21,1
34205,15.58,118.9,134.48,1
110965,126.51,2999.99,3126.5,4
96027,51.56,99.0,150.56,10
38378,17.63,32.0,49.63,1
60544,15.8,98.99,114.79,2
11098,28.82,49.0,77.82,1
96591,13.71,28.69,42.4,1
112108,27.05,139.0,166.05,3
9801,15.68,133.4,149.08,1
104179,15.37,463.0,478.37,5
84525,15.43,239.99,255.42,3
55496,91.68,599.0,690.68,4
75813,11.85,24.5,36.35,2
47538,16.95,169.9,186.85,3
34659,12.78,224.9,237.68,1
13693,11.19,80.0,182.38,1
41600,30.01,139.0,169.01,3
7431,15.1,24.99,38.26,1
65411,18.57,98.81,234.39,3
71951,17.06,18.75,35.81,1
10815,17.67,59.9,77.57,7
90871,18.62,552.8,571.42,6
61945,17.06,28.9,91.92,9
86003,24.84,17.99,42.83,1
70045,15.66,79.9,95.56,1
47108,7.78,130.5,138.28,10
74614,24.53,429.0,453.53,9
1880,12.13,89.9,102.03,1
18185,32.43,72.0,104.43,3
14180,15.23,49.9,9.39,1
82943,9.61,289.99,299.6,3
81453,15.56,115.0,130.56,1
95536,22.55,209.99,232.54,1
79337,27.25,73.9,404.6,3
75112,7.78,49.9,57.68,2
17562,10.96,45.95,56.91,1
86214,16.73,429.0,1337.19,1
39096,15.8,53.99,164.74,6
63856,13.05,110.0,240.1,1
84506,15.56,37.9,53.46,1
50777,12.48,45.0,57.48,5
38925,19.21,42.93,62.14,1
75401,16.64,63.99,80.63,1
108808,15.42,45.9,61.32,1
99827,35.47,275.5,310.97,8
67915,16.91,116.59,294.31,4
44850,13.71,44.9,50.71,1
111452,18.59,40.0,58.59,1
5595,12.4,99.9,112.3,1
90010,15.58,119.0,20.0,1
30479,15.1,20.7,35.8,1
55428,18.09,235.0,253.09,6
56694,38.02,66.99,105.01,1
82000,18.7,86.0,104.7,4
41837,16.83,55.0,430.98,1
14170,37.36,95.0,132.36,8
55732,11.85,22.99,34.84,1
15576,28.75,29.99,58.74,3
32881,16.14,199.0,215.14,4
106449,18.23,9.99,28.22,1
107659,26.5,130.0,278.0,8
84385,14.1,45.6,59.7,5
61145,11.73,64.99,76.72,7
60005,19.66,59.9,79.56,1
98390,16.79,26.5,43.29,1
77202,31.79,46.9,78.69,2
5059,31.86,159.0,190.86,3
79806,15.86,158.4,174.26,3
91002,25.71,87.0,612.99,10
32855,33.29,699.0,732.29,8
86929,8.29,15.0,23.29,1
25011,26.46,120.0,146.46,10
102440,13.37,22.81,72.36,1
102566,23.27,66.9,90.17,1
15104,7.81,79.9,87.71,4
33965,25.81,75.9,101.71,1
63697,11.74,49.99,61.73,1
20686,12.85,72.9,85.75,1
12772,16.32,35.0,205.28,4
9430,18.35,105.0,123.35,1
81735,19.42,189.0,1042.1,1
93628,10.96,16.9,3.47,1
78456,18.34,228.91,741.75,1
33531,15.44,79.9,190.68,1
8663,9.94,47.49,57.43,2
3337,12.03,75.5,8.47,1
90955,13.71,99.0,112.71,1
98792,14.28,75.9,360.72,1
14461,12.68,169.0,181.68,1
72063,29.67,89.99,119.66,4
111273,96.67,1460.0,1556.67,6
81963,19.99,153.9,173.89,1
23739,24.84,32.9,57.74,1
40045,14.13,199.0,541.23,8
20066,7.78,59.0,66.78,2
28319,26.64,99.9,126.54,1
74728,20.04,399.0,194.88,1
50130,17.49,150.0,167.49,1
53921,13.5,44.9,58.4,5
883,88.57,199.99,2234.66,10
73992,25.59,729.0,754.59,10
56075,15.38,89.9,105.28,10
14438,11.85,49.9,61.75,1
26040,14.11,42.99,57.1,1
32320,33.56,158.0,191.56,6
5766,7.71,29.9,37.61,1
56106,15.1,46.9,62.0,1
18686,7.6,49.0,56.6,1
19712,7.65,55.0,62.65,1
10678,17.67,59.9,77.57,2
12492,16.11,38.4,163.53,3
77753,8.65,199.99,208.64,1
46137,22.58,159.0,181.58,3
13622,8.93,25.9,139.32,1
85167,24.01,103.97,255.96,1
57476,8.05,169.0,177.05,3
32082,52.82,299.99,264.71,8
78248,19.86,139.97,159.83,5
15311,19.94,99.99,119.93,5
17642,11.74,24.9,36.64,1
37186,14.71,89.9,104.61,5
45287,45.67,259.9,305.57,5
90411,23.25,75.8,99.05,2
63099,17.15,198.9,216.05,6
18742,21.15,49.0,28.7,1
58674,17.06,18.9,35.96,1
47286,17.51,109.99,127.5,8
27291,19.32,49.9,69.22,1
99416,16.11,38.9,55.01,5
110046,19.88,254.0,273.88,5
28346,28.33,199.9,228.23,4
56328,13.0,49.0,62.0,2
80245,23.92,149.9,869.1,1
61423,14.53,32.9,47.43,4
98048,15.1,35.0,50.1,1
100121,11.73,53.9,65.63,1
13480,0.12,54.0,297.95,10
90720,16.85,58.5,75.35,1
71898,18.23,18.75,36.98,1
38249,23.5,169.0,192.5,8
84893,25.25,58.9,14.46,1
67340,23.21,12.99,16.7,1
66730,19.36,55.0,74.36,1
51261,12.01,39.9,51.91,5
22780,7.81,79.99,87.8,2
106401,18.09,120.0,276.18,1
23602,14.86,98.9,113.76,4
20084,19.04,49.0,68.04,2
19681,7.78,49.0,56.78,5
36542,14.1,39.99,21.39,1
4143,7.39,12.99,20.38,1
108767,17.86,229.9,200.0,1
92666,35.72,279.97,315.69,6
40010,33.54,399.0,432.54,8
15196,10.96,34.9,91.72,1
111259,16.81,79.99,96.8,3
38656,7.78,12.0,19.78,1
83781,18.75,124.9,143.65,3
35277,15.15,199.9,215.05,4
44670,15.23,29.99,45.22,1
92652,14.64,47.9,125.08,5
83092,20.08,17.9,11.07,1
5210,42.25,99.9,274.06,1
15482,16.95,99.99,116.94,2
100107,37.22,44.9,82.12,1
55065,14.1,39.9,54.0,1
48941,8.11,69.0,77.11,6
48636,8.22,39.99,421.39,1
103309,22.16,65.0,87.16,1
34431,17.92,95.0,112.92,1
109298,71.99,289.9,361.89,1
70539,16.96,74.9,91.86,1
49469,9.34,20.0,29.34,2
24348,15.1,14.0,58.2,1
82926,25.67,422.01,447.68,9
98415,14.1,32.9,188.0,1
53540,8.29,53.0,61.29,1
45497,19.32,29.9,196.88,1
94946,7.78,25.0,65.56,6
56978,15.7,89.9,105.6,1
45268,18.91,449.9,468.81,10
99927,133.37,219.9,53.27,2
55224,24.54,199.0,223.54,1
78640,24.18,169.99,194.17,8
7095,11.85,29.99,41.84,1
109914,18.58,189.9,208.48,4
19620,7.39,49.0,56.39,1
107690,15.79,29.9,45.69,2
90592,12.79,16.9,29.69,1
72881,48.53,259.9,308.43,10
47752,16.39,89.9,106.29,3
13897,36.08,108.0,144.08,7
74770,20.06,124.88,144.94,1
26674,32.49,79.0,213.74,10
85771,10.15,39.99,110.44,3
93911,23.07,49.9,72.97,1
97429,56.87,55.2,112.07,1
15054,13.66,91.0,104.66,3
41322,13.89,44.0,57.89,2
100581,14.23,89.0,103.23,5
96184,12.79,12.88,25.67,1
62299,14.11,19.9,34.01,3
57252,32.45,135.9,168.35,1
20492,11.85,24.9,73.5,1
65543,12.74,87.0,99.74,1
87268,11.85,15.0,26.85,1
111768,19.53,120.0,139.53,1
95194,8.3,19.95,28.25,1
103458,23.02,43.0,66.02,2
89491,67.57,149.0,433.14,5
24735,15.23,29.9,45.13,1
103300,5.93,23.7,60.45,3
38472,14.39,150.0,657.56,8
17605,13.44,59.55,72.99,2
109663,21.43,139.99,645.68,3
6767,16.11,33.9,50.01,1
57831,18.06,115.0,133.06,1
39830,15.11,45.9,183.03,1
61548,14.17,59.9,206.31,10
18911,12.79,49.0,61.79,3
12951,14.1,31.8,275.4,5
78839,14.36,84.99,99.35,4
13483,19.75,80.0,99.75,1
34665,11.73,59.9,71.63,4
38208,16.66,58.0,85.65,8
29944,8.48,99.9,216.75,1
78918,11.85,10.9,45.5,4
72347,20.54,69.9,90.44,1
98314,32.46,399.0,431.46,1
62925,17.6,41.8,59.4,5
69531,18.0,249.99,267.99,5
34715,12.32,159.9,172.22,2
111682,20.16,139.0,159.16,3
65380,17.03,84.0,101.03,5
55047,16.46,99.9,116.36,6
54415,8.27,59.95,68.22,1
32517,19.98,229.9,425.6,3
31641,0.0,99.9,99.9,1
93306,8.27,74.82,83.09,2
46420,15.1,34.99,50.09,1
43577,18.92,238.9,257.82,1
52899,15.1,33.9,49.0,1
110392,15.63,39.99,43.43,1
30233,15.23,49.97,19.82,1
10032,13.44,59.9,146.68,1
38900,11.32,99.95,111.27,4
31450,7.78,29.99,37.77,1
45036,16.19,229.0,245.19,3
84277,18.3,27.9,46.2,1
71221,11.85,58.5,70.35,1
74597,28.95,410.0,438.95,6
41418,18.0,117.3,135.3,10
80376,47.47,134.9,182.37,10
2339,14.8,89.9,104.7,4
8777,9.27,34.49,43.76,1
17590,18.23,49.95,68.18,2
72248,22.28,29.9,52.18,1
27556,15.1,19.9,35.0,1
23515,17.6,36.9,54.5,5
27263,27.24,99.0,126.24,2
90756,9.06,29.89,38.95,1
15337,16.95,99.99,116.94,2
61041,26.97,45.2,8.0,1
88539,25.8,133.0,158.8,6
45745,12.48,19.9,97.14,1
19373,17.63,29.0,100.0,1
63601,15.1,29.99,45.09,2
41976,23.25,95.0,236.5,1
49083,26.28,1199.9,1226.18,8
78398,18.59,190.87,418.92,1
107727,18.64,198.0,216.64,4
1763,26.73,92.9,239.26,1
17501,11.85,39.99,51.84,1
29321,28.76,975.0,1003.76,8
106934,18.13,199.0,149.25,1
52332,22.82,159.0,181.82,6
103242,16.24,69.0,85.24,1
81064,27.39,43.49,70.88,3
30349,15.11,52.11,67.22,1
15790,18.16,129.99,148.15,7
88761,22.06,11.5,100.68,1
2741,17.96,55.6,73.56,2
84827,19.21,189.9,209.11,8
80663,12.82,230.98,243.8,1
91844,17.0,35.0,52.0,1
23209,22.65,85.0,107.65,5
81102,26.16,810.0,836.16,1
17814,16.11,31.9,48.01,4
102556,17.3,55.9,73.2,4
64961,17.78,75.5,93.28,2
14224,27.59,122.3,149.89,2
98732,13.09,75.9,7.87,1
105017,11.85,2.99,14.84,1
24595,16.35,83.99,100.34,3
95717,18.25,499.0,517.25,10
9169,10.96,29.0,79.92,1
49198,14.11,44.9,59.01,1
88035,8.14,125.0,133.14,6
67341,23.21,12.99,2.61,1
62183,19.04,27.9,46.94,3
21271,19.17,89.99,109.16,1
85858,15.79,130.0,145.79,1
97989,16.43,96.4,112.83,1
79471,13.37,9.99,140.16,10
26800,20.14,129.0,149.14,1
72804,11.85,29.8,124.95,6
92064,27.41,139.99,334.8,10
35676,8.41,164.9,173.31,10
14875,10.55,39.0,109.1,8
8325,44.86,112.0,156.86,1
58202,9.34,65.99,75.33,3
97884,62.49,98.0,160.49,3
59716,36.74,71.82,219.74,6
86175,17.98,59.0,76.98,1
29609,32.7,879.99,912.69,5
79613,17.91,94.0,111.91,1
62482,14.1,12.9,27.0,2
68739,16.11,20.79,36.9,1
104532,29.6,79.9,109.5,1
93856,27.62,188.16,215.78,8
102606,11.76,79.9,91.66,1
47625,29.45,149.9,179.35,2
21700,8.91,19.99,115.28,3
51180,17.68,61.9,318.32,6
82426,20.08,24.95,90.06,1
41540,21.88,147.9,365.1,4
79826,39.22,569.95,1218.34,10
49579,25.53,503.34,528.87,10
49035,15.93,167.0,182.93,3
102016,36.83,432.49,469.32,1
101043,22.87,199.9,222.77,4
33347,15.83,619.0,634.83,8
89088,14.11,34.5,48.61,1
81657,12.48,41.9,54.38,5
27053,57.92,179.0,236.92,3
27748,12.72,54.9,67.62,1
10025,17.67,59.9,77.57,1
92336,31.94,169.9,201.84,2
4195,22.06,14.99,165.94,5
66308,19.74,78.0,97.74,4
55187,8.86,50.54,59.4,1
17694,15.38,184.1,199.48,4
9419,44.03,105.0,447.09,10
71024,18.45,49.9,68.35,5
93792,22.58,123.9,292.96,3
47282,16.23,85.82,102.05,1
24263,18.39,29.99,119.27,8
77472,16.79,29.9,46.69,1
54060,11.85,48.89,60.74,1
32610,12.87,195.9,193.54,1
71721,20.47,139.9,160.37,2
23032,15.1,40.0,55.1,1
15996,11.15,65.99,77.14,1
25077,45.34,179.99,225.33,10
85285,24.27,209.9,234.17,8
95990,32.79,199.0,231.79,4
36691,16.05,32.99,49.04,4
84395,15.24,19.87,35.11,1
47412,8.82,69.9,157.44,6
28237,14.47,105.9,120.37,8
93444,7.61,49.9,39.95,1
72758,34.49,97.9,132.39,3
2338,16.26,89.9,106.16,5
89597,14.52,49.9,128.84,2
63758,25.89,619.99,1937.64,1
10056,13.46,53.9,67.36,1
64447,16.81,149.9,166.71,3
42370,15.79,29.0,89.58,4
101410,11.66,131.99,143.65,1
29864,14.66,129.46,144.12,1
505,45.02,79.99,500.04,10
82751,28.42,24.95,20.0,1
5365,7.71,29.9,75.22,5
79038,10.04,149.9,159.94,9
95036,36.14,129.9,166.04,1
29650,14.1,19.9,34.0,1
94601,23.03,580.27,603.3,2
111097,7.94,29.0,15.48,1
81708,64.33,579.0,643.33,8
26192,7.78,54.99,106.54,1
37324,15.39,42.0,57.39,1
3915,18.23,44.99,189.66,3
103968,42.23,319.9,362.13,10
31908,19.13,178.99,198.12,2
42497,15.1,13.99,29.09,2
85146,25.12,116.04,141.16,1
109247,7.39,58.5,131.78,2
11185,21.35,53.9,376.25,1
61784,12.46,27.9,222.44,2
104521,26.81,69.9,96.71,1
102620,11.76,79.9,91.66,1
26136,10.96,34.9,45.86,1
104192,39.5,1250.0,1289.5,1
58294,11.18,79.99,91.17,1
83655,64.76,199.99,760.91,3
2975,19.46,69.9,89.36,3
4051,15.28,68.99,84.27,1
35197,16.19,348.8,364.99,8
14109,7.98,137.0,144.98,2
23850,32.37,109.9,142.27,10
26202,7.78,35.99,43.77,1
57914,27.83,184.0,211.83,2
4469,16.79,39.9,56.69,5
75890,11.85,24.5,36.35,1
94232,123.59,569.0,692.59,8
59775,17.84,84.9,102.74,2
54373,8.27,45.0,53.27,1
57877,13.89,125.0,138.89,4
80043,9.65,119.9,129.55,2
10963,16.07,53.9,69.97,1
34242,19.42,159.9,179.32,2
48878,20.43,45.7,66.13,1
92243,9.44,89.18,98.62,1
39937,8.88,34.5,43.38,1
85060,16.6,17.75,68.7,1
37359,34.38,120.0,154.38,1
19649,34.15,49.0,83.15,3
36093,16.35,29.99,88.69,1
4232,7.78,17.99,25.77,2
101385,19.72,67.91,87.63,5
10214,17.6,49.9,67.5,1
65209,19.49,84.89,194.08,1
6985,16.79,29.99,46.78,1
378,18.55,119.99,277.08,5
39463,24.76,269.99,294.75,1
23234,11.15,63.99,60.19,1
87386,12.59,85.0,97.59,3
30822,36.63,122.99,159.62,6
34952,13.87,184.9,198.77,10
14846,23.48,128.56,152.04,2
47784,27.29,389.9,417.19,5
23735,10.96,32.9,43.86,1
73455,17.84,200.0,217.84,4
54397,18.33,32.5,50.83,1
49484,15.1,25.0,40.1,1
110286,19.19,40.16,356.1,4
63538,19.97,299.0,318.97,6
111052,18.25,59.9,156.3,2
81378,17.88,65.0,82.88,1
112074,12.66,59.0,71.66,1
41903,15.42,77.67,93.09,1
87162,18.31,29.99,48.3,4
21517,7.78,19.99,27.77,1
2542,13.67,86.9,29.55,1
7389,18.23,24.99,43.22,4
94921,8.72,19.9,28.62,1
68012,16.26,70.9,87.16,4
80577,18.63,149.62,168.25,6
64117,15.04,205.0,220.04,2
37808,13.08,69.9,82.98,1
100313,19.54,49.9,69.44,1
59704,17.88,89.9,107.78,3
15531,15.91,99.99,115.9,1
61931,15.26,22.32,37.58,8
37868,0.0,69.9,139.8,1
91156,27.42,2160.0,2187.42,10
101953,16.45,116.9,133.35,6
41211,19.87,54.9,74.77,3
53764,23.03,669.65,795.61,10
24159,19.32,44.99,12.34,1
1738,27.51,79.9,107.41,8
66165,34.02,165.4,199.42,1
31220,24.35,17.99,42.34,3
2184,12.13,89.9,14.26,1
25665,16.86,59.99,76.85,1
56225,22.94,32.0,20.0,1
31669,0.0,99.9,99.9,1
29966,20.43,169.9,190.33,1
82110,11.9,99.9,111.8,1
164,18.53,116.6,135.13,1
38586,12.25,150.0,162.25,1
83859,40.55,79.9,120.45,1
68991,14.1,49.0,63.1,1
46342,33.48,146.99,180.47,3
6728,18.25,219.9,238.15,3
73845,15.1,19.99,17.19,1
3027,23.21,89.9,339.33,8
1801,16.58,135.0,151.58,1
78013,15.23,28.99,176.88,1
81387,42.48,65.0,107.48,10
98502,12.79,14.9,27.69,1
60318,18.93,93.0,111.93,1
68029,17.18,99.9,117.08,2
28033,15.23,54.54,69.77,1
99926,22.69,229.9,52.59,2
112497,14.1,49.9,64.0,1
28241,35.67,37.9,73.57,1
47889,15.59,119.9,135.49,6
72679,17.26,259.9,277.16,8
86159,21.08,85.0,106.08,4
6667,12.54,119.9,132.44,1
98740,13.04,99.8,112.84,2
35855,14.1,45.9,60.0,2
47699,18.05,109.9,56.39,1
50869,7.78,39.9,47.68,2
88776,19.32,12.84,32.16,3
84970,7.78,18.99,26.77,2
37390,2.46,399.0,536.09,1
97561,10.96,49.99,121.9,1
104395,18.73,89.9,108.63,1
14535,25.77,69.9,95.67,2
43565,26.89,29.99,56.88,2
44034,40.94,78.65,270.34,10
8601,12.79,19.49,32.28,1
38246,36.31,169.0,205.31,8
63515,38.51,229.0,267.51,2
3242,15.38,89.9,105.28,1
47097,18.86,139.9,158.76,4
52279,15.27,74.9,90.17,3
28467,15.1,12.49,55.18,1
91437,19.03,69.9,30.0,1
1874,21.12,89.9,222.04,1
108282,14.52,19.99,37.33,3
30162,18.05,114.9,132.95,3
105605,7.67,59.0,66.67,1
79257,16.46,99.9,232.72,4
13700,14.3,78.0,92.3,9
84122,7.87,27.9,35.77,1
105884,14.79,99.9,107.39,8
94504,20.62,95.2,115.82,2
75472,9.74,104.7,473.21,3
96381,14.11,13.2,54.62,1
48565,18.45,49.9,68.35,3
67191,16.25,69.9,172.3,1
44165,7.87,16.3,24.17,1
53594,17.26,259.9,277.16,4
58872,15.1,21.9,37.0,1
108743,12.36,129.9,142.26,2
78186,17.1,190.9,208.0,1
110491,13.6,42.9,113.0,1
86455,15.89,148.9,164.79,1
42420,14.1,13.99,56.18,2
25871,11.84,64.99,76.83,4
33352,15.83,619.0,634.83,8
60970,33.1,49.0,101.27,5
99743,16.49,104.9,121.39,1
79385,23.28,21.9,90.36,1
53636,43.01,139.65,182.66,8
72284,16.39,59.9,152.58,2
54483,34.58,47.9,166.86,1
97524,21.19,55.9,77.09,7
4009,20.75,67.99,88.74,8
72911,36.25,89.9,126.15,1
19833,17.41,69.0,77.07,1
6211,11.79,99.9,111.69,3
96628,82.12,146.99,229.11,1
79452,35.48,89.9,250.76,4
57200,23.04,108.9,131.94,3
17148,16.27,72.9,89.17,1
51629,11.02,60.0,200.61,2
31467,15.23,9.99,25.22,1
99150,13.71,35.99,99.4,8
62373,15.1,27.9,43.0,1
33369,14.08,369.0,383.08,1
26661,17.46,79.0,96.46,1
60518,33.15,99.99,133.14,1
27570,13.45,159.0,172.45,2
88328,19.8,79.9,21.43,1
30962,14.1,22.0,36.1,2
18045,19.15,79.99,99.14,9
68346,19.35,54.87,74.22,1
32370,16.25,213.9,230.15,1
76984,12.69,30.0,170.76,2
107029,9.74,131.99,141.73,6
88837,19.52,46.9,66.42,1
10757,17.67,59.9,77.57,2
76080,25.63,50.0,80.9,5
21006,19.36,56.1,75.46,3
45185,9.45,179.0,188.45,8
76677,10.96,22.0,98.88,3
94287,10.0,75.0,169.99,10
61664,14.52,49.9,64.42,1
90184,32.08,189.9,221.98,3
52131,32.14,199.0,231.14,4
89357,57.77,449.0,506.77,10
94966,26.91,295.0,321.91,6
46597,16.53,79.9,59.7,1
64914,12.76,59.33,72.09,1
74415,16.31,79.0,95.31,1
53837,21.42,349.9,371.32,1
3183,12.83,69.9,82.73,6
27261,49.37,120.0,169.37,1
105359,18.98,99.9,118.88,1
102857,15.87,159.99,175.86,10
91895,18.48,169.9,376.76,1
27227,12.69,25.0,20.0,1
18815,14.12,56.0,129.24,1
71362,14.76,95.0,109.76,4
21090,29.54,119.0,240.08,8
55196,20.21,39.9,231.94,1
75269,26.16,279.9,306.06,6
5354,18.23,29.9,48.13,1
65778,16.25,69.9,430.75,1
58427,7.43,23.9,31.33,1
